    YYYYMMDD      HHMMSS     JULIAN        YEAR      total_column   error       instrument
    19990419      140849    2451288     1999.297505   1.5612e+016   2.5414e+015      0
    19990420      120328    2451289     1999.300007   1.1307e+016   1.8406e+015      0
    19990420      162210    2451289     1999.300499   7.0019e+015   1.1398e+015      0
    19990511      124220    2451310     1999.357615   1.2908e+016   2.1013e+015      0
    19990519      145859    2451318     1999.379793   1.8923e+016   3.0805e+015      0
    19990520       80552    2451319     1999.381746   1.6078e+016   2.6173e+015      0
    19990520      122956    2451319     1999.382249   1.1137e+016   1.8129e+015      0
    19990526      131502    2451325     1999.398773   1.2528e+016   2.0394e+015      0
    19990803      112356    2451394     1999.587603   7.2822e+015   1.1855e+015      0
    19990804      134602    2451395     1999.590613   4.0943e+015   6.6651e+014      0
    19990811       93806    2451402     1999.609319   7.2250e+015   1.1761e+015      0
    19990812      115321    2451403     1999.612316   1.1011e+016   1.7924e+015      0
    19990816       95021    2451407     1999.623041   5.4481e+015   8.8689e+014      0
    19990818      124103    2451409     1999.628845   9.8987e+015   1.6114e+015      0
    19990818      141631    2451409     1999.629027   1.0936e+016   1.7802e+015      0
    19990818      155200    2451409     1999.629209   1.0406e+016   1.6939e+015      0
    19990820      103848    2451411     1999.634092   1.0420e+016   1.6962e+015      0
    19990822       83830    2451413     1999.639343   8.4322e+015   1.3727e+015      0
    19990822      120739    2451413     1999.639741   5.7117e+015   9.2980e+014      0
    19990903       92451    2451425     1999.672308   1.0235e+016   1.6661e+015      0
    19990903      112121    2451425     1999.672529   1.5423e+016   2.5107e+015      0
    19990903      131049    2451425     1999.672737   1.7861e+016   2.9076e+015      0
    19990903      145906    2451425     1999.672943   1.3910e+016   2.2644e+015      0
    19990904      104010    2451426     1999.675191   1.1010e+016   1.7923e+015      0
    19990906       94112    2451428     1999.680558   5.5638e+015   9.0571e+014      0
    19990906      100424    2451428     1999.680602   3.7246e+015   6.0632e+014      0
    19990906      102345    2451428     1999.680639   4.8846e+015   7.9516e+014      0
    19990906      103522    2451428     1999.680661   7.2918e+015   1.1870e+015      0
    19990906      103914    2451428     1999.680668   4.0010e+015   6.5131e+014      0
    19990906      105445    2451428     1999.680698   6.2616e+015   1.0193e+015      0
    19990906      123845    2451428     1999.680896   7.6667e+015   1.2481e+015      0
    19990912      125439    2451434     1999.697364   9.3609e+015   1.5238e+015      0
    19990912      143010    2451434     1999.697546   1.3770e+016   2.2416e+015      0
    19990912      160947    2451434     1999.697736   1.3278e+016   2.1614e+015      0
    19990913       85128    2451435     1999.699641   7.3240e+015   1.1923e+015      0
    19990913      102957    2451435     1999.699829   1.1809e+016   1.9224e+015      0
    19990913      120513    2451435     1999.700010   1.1766e+016   1.9154e+015      0
    19990913      151538    2451435     1999.700372   6.9229e+015   1.1270e+015      0
    19990914      110731    2451436     1999.702640   1.2423e+016   2.0223e+015      0
    19990914      142259    2451436     1999.703012   1.9770e+016   3.2183e+015      0
    19990915       75148    2451437     1999.705007   8.3414e+015   1.3579e+015      0
    19990915      114937    2451437     1999.705460   1.6418e+016   2.6727e+015      0
    19990915      164453    2451437     1999.706021   2.1540e+016   3.5064e+015      0
    19990917       74713    2451439     1999.710478   6.2747e+015   1.0214e+015      0
    19990917      110229    2451439     1999.710849   9.8548e+015   1.6042e+015      0
    19990917      123744    2451439     1999.711031   6.3496e+015   1.0336e+015      0
    19990917      141313    2451439     1999.711212   8.8245e+015   1.4365e+015      0
    19990918       91541    2451440     1999.713386   7.3647e+015   1.1989e+015      0
    19990918      105336    2451440     1999.713572   1.0740e+016   1.7483e+015      0
    19990919       75036    2451441     1999.715964   4.6608e+015   7.5873e+014      0
    19990919      110445    2451441     1999.716333   8.0131e+015   1.3044e+015      0
    19990919      124017    2451441     1999.716515   1.1516e+016   1.8747e+015      0
    19990929      101139    2451451     1999.743629   1.7040e+016   2.7738e+015      0
    19990929      112324    2451451     1999.743766   1.6823e+016   2.7386e+015      0
    19990929      123123    2451451     1999.743895   2.3250e+016   3.7848e+015      0
    19990929      133914    2451451     1999.744024   2.3747e+016   3.8658e+015      0
    19990929      150123    2451451     1999.744181   2.7632e+016   4.4981e+015      0
    19990930       84313    2451452     1999.746201   1.6141e+016   2.6275e+015      0
    19990930      110018    2451452     1999.746462   2.2586e+016   3.6767e+015      0
    19991008      123044    2451460     1999.768552   1.4889e+016   2.4238e+015      0
    19991008      140642    2451460     1999.768734   1.8954e+016   3.0856e+015      0
    19991009       73924    2451461     1999.770737   1.7257e+016   2.8093e+015      0
    19991009       91434    2451461     1999.770918   1.9521e+016   3.1777e+015      0
    19991009      105236    2451461     1999.771105   2.7681e+016   4.5061e+015      0
    19991009      122827    2451461     1999.771287   2.4677e+016   4.0171e+015      0
    19991009      154002    2451461     1999.771652   3.3553e+016   5.4620e+015      0
    19991010       74141    2451462     1999.773481   1.5626e+016   2.5437e+015      0
    19991010       91734    2451462     1999.773664   2.2690e+016   3.6937e+015      0
    19991011      114730    2451463     1999.776689   1.5079e+016   2.4548e+015      0
    19991011      151407    2451463     1999.777082   1.1974e+016   1.9491e+015      0
    19991011      165008    2451463     1999.777264   7.4063e+015   1.2057e+015      0
    19991111      140518    2451494     1999.861882   7.5867e+015   1.2350e+015      0
    19991119       95854    2451502     1999.883331   7.4027e+015   1.2051e+015      0
    19991119      150739    2451502     1999.883919   1.1655e+016   1.8973e+015      0
    19991119      151117    2451502     1999.883926   7.2414e+015   1.1788e+015      0
    19991119      151833    2451502     1999.883939   6.9700e+015   1.1346e+015      0
    19991119      155119    2451502     1999.884002   1.4062e+016   2.2892e+015      0
    19991119      155457    2451502     1999.884009   1.1813e+016   1.9230e+015      0
    19991119      155835    2451502     1999.884016   1.6655e+016   2.7112e+015      0
    19991119      163458    2451502     1999.884085   1.1374e+016   1.8516e+015      0
    19991122       92340    2451505     1999.891483   1.0538e+016   1.7155e+015      0
    19991122       92944    2451505     1999.891495   1.1610e+016   1.8900e+015      0
    19991122       93245    2451505     1999.891501   1.1602e+016   1.8886e+015      0
    19991213       82416    2451526     1999.948905   8.9684e+015   1.4600e+015      0
    19991213       95139    2451526     1999.949071   1.3616e+016   2.2165e+015      0
    19991213      100553    2451526     1999.949098   1.5231e+016   2.4795e+015      0
    19991213      123647    2451526     1999.949385   7.8434e+015   1.2768e+015      0
    19991215      130212    2451528     1999.954913   2.8657e+016   4.6650e+015      0
    20000115      130016    2451559     2000.039732   9.5119e+015   1.5484e+015      0
    20000115      143418    2451559     2000.039910   1.7541e+016   2.8554e+015      0
    20000115      151655    2451559     2000.039991   1.7860e+016   2.9074e+015      0
    20000116       83822    2451560     2000.041967   1.2360e+016   2.0121e+015      0
    20000116      104926    2451560     2000.042216   1.4020e+016   2.2824e+015      0
    20000118      131044    2451562     2000.047948   1.6656e+016   2.7114e+015      0
    20000118      131614    2451562     2000.047959   1.5024e+016   2.4457e+015      0
    20000118      132139    2451562     2000.047969   1.3151e+016   2.1408e+015      0
    20000118      132715    2451562     2000.047980   1.2328e+016   2.0068e+015      0
    20000118      144542    2451562     2000.048129   1.9967e+016   3.2504e+015      0
    20000119      123952    2451563     2000.050622   4.0831e+016   6.6469e+015      0
    20000120       82837    2451564     2000.052878   1.4033e+016   2.2844e+015      0
    20000120      105308    2451564     2000.053152   2.6126e+016   4.2530e+015      0
    20000121       82332    2451565     2000.055600   1.3971e+016   2.2743e+015      0
    20000121      101014    2451565     2000.055803   1.0717e+016   1.7445e+015      0
    20000121      151938    2451565     2000.056390   1.8705e+016   3.0450e+015      0
    20000201      124708    2451576     2000.086155   1.1513e+016   1.8742e+015      0
    20000202      120915    2451577     2000.088815   2.3658e+016   3.8512e+015      0
    20000203       82318    2451578     2000.091119   1.2398e+016   2.0182e+015      0
    20000203      100732    2451578     2000.091317   3.3857e+016   5.5115e+015      0
    20000203      115106    2451578     2000.091513   2.4457e+016   3.9813e+015      0
    20000203      133610    2451578     2000.091713   2.8058e+016   4.5676e+015      0
    20000203      151837    2451578     2000.091907   3.3747e+016   5.4937e+015      0
    20000203      170508    2451578     2000.092109   3.8467e+016   6.2619e+015      0
    20000204       82732    2451579     2000.093859   2.5175e+016   4.0983e+015      0
    20000204      101012    2451579     2000.094054   3.5004e+016   5.6983e+015      0
    20000204      115428    2451579     2000.094252   4.9333e+016   8.0308e+015      0
    20000204      121211    2451579     2000.094285   4.7178e+016   7.6800e+015      0
    20000204      125611    2451579     2000.094369   4.6433e+016   7.5587e+015      0
    20000204      143849    2451579     2000.094564   5.0814e+016   8.2720e+015      0
    20000204      162125    2451579     2000.094758   5.3659e+016   8.7350e+015      0
    20000205       94730    2451580     2000.096743   3.1844e+016   5.1838e+015      0
    20000205      113415    2451580     2000.096946   4.0060e+016   6.5213e+015      0
    20000205      131639    2451580     2000.097140   4.6312e+016   7.5390e+015      0
    20000205      145906    2451580     2000.097334   5.6287e+016   9.1629e+015      0
    20000205      164139    2451580     2000.097529   3.8836e+016   6.3221e+015      0
    20000207      131449    2451582     2000.102601   4.0350e+016   6.5684e+015      0
    20000207      135922    2451582     2000.102686   3.5813e+016   5.8299e+015      0
    20000208       90021    2451583     2000.104850   1.3292e+016   2.1638e+015      0
    20000208      104300    2451583     2000.105045   2.3618e+016   3.8448e+015      0
    20000208      122548    2451583     2000.105240   1.3615e+016   2.2163e+015      0
    20000208      140822    2451583     2000.105435   2.6456e+016   4.3066e+015      0
    20000208      155105    2451583     2000.105630   3.4903e+016   5.6818e+015      0
    20000209       91429    2451584     2000.107609   2.8374e+016   4.6190e+015      0
    20000209      105805    2451584     2000.107806   4.0739e+016   6.6318e+015      0
    20000209      124135    2451584     2000.108002   4.8335e+016   7.8683e+015      0
    20000209      142406    2451584     2000.108197   4.1899e+016   6.8206e+015      0
    20000209      161242    2451584     2000.108403   5.6924e+016   9.2665e+015      0
    20000210       82930    2451585     2000.110256   3.9883e+016   6.4924e+015      0
    20000210      101317    2451585     2000.110453   4.5511e+016   7.4086e+015      0
    20000210      115702    2451585     2000.110650   4.9385e+016   8.0393e+015      0
    20000210      133948    2451585     2000.110845   7.5618e+016   1.2310e+016      0
    20000216      100709    2451591     2000.126835   2.0729e+016   3.3745e+015      0
    20000216      115133    2451591     2000.127033   1.9287e+016   3.1396e+015      0
    20000216      133818    2451591     2000.127236   2.0062e+016   3.2658e+015      0
    20000216      152120    2451591     2000.127431   2.1016e+016   3.4211e+015      0
    20000217       95931    2451592     2000.129553   1.2814e+016   2.0860e+015      0
    20000217      114306    2451592     2000.129749   2.6316e+016   4.2840e+015      0
    20000217      132657    2451592     2000.129946   2.0798e+016   3.3856e+015      0
    20000217      150932    2451592     2000.130141   1.6593e+016   2.7012e+015      0
    20000218      115215    2451593     2000.132499   2.3473e+016   3.8211e+015      0
    20000218      134102    2451593     2000.132705   3.0035e+016   4.8893e+015      0
    20000218      152340    2451593     2000.132900   2.1332e+016   3.4726e+015      0
    20000219       81811    2451594     2000.134825   1.5754e+016   2.5646e+015      0
    20000219      100047    2451594     2000.135020   2.5469e+016   4.1460e+015      0
    20000219      114633    2451594     2000.135220   2.9949e+016   4.8754e+015      0
    20000223      102325    2451598     2000.145992   2.3855e+016   3.8833e+015      0
    20000301      131139    2451605     2000.165436   1.1727e+016   1.9089e+015      0
    20000302       95017    2451606     2000.167787   1.8118e+016   2.9494e+015      0
    20000302      142801    2451606     2000.168314   2.6776e+016   4.3589e+015      0
    20000302      161642    2451606     2000.168520   1.6670e+016   2.7137e+015      0
    20000303       93941    2451607     2000.170499   3.2965e+016   5.3663e+015      0
    20000303      132840    2451607     2000.170933   5.2586e+016   8.5603e+015      0
    20000303      152231    2451607     2000.171149   6.8929e+016   1.1221e+016      0
    20000303      171612    2451607     2000.171365   3.6452e+016   5.9340e+015      0
    20000410      144604    2451645     2000.274905   8.2655e+015   1.3455e+015      0
    20000415      104250    2451650     2000.288105   7.9239e+015   1.2899e+015      0
    20000417       85528    2451652     2000.293366   9.8922e+015   1.6103e+015      0
    20000418      101748    2451653     2000.296254   1.2475e+016   2.0308e+015      0
    20000420      101147    2451655     2000.301707   1.3696e+016   2.2296e+015      0
    20000430      104533    2451665     2000.329094   8.2919e+015   1.3498e+015      0
    20000430      122309    2451665     2000.329279   1.3883e+016   2.2600e+015      0
    20000430      140034    2451665     2000.329464   1.9090e+016   3.1076e+015      0
    20000430      153803    2451665     2000.329649   1.5769e+016   2.5669e+015      0
    20000509      104744    2451674     2000.353688   7.5411e+015   1.2276e+015      0
    20000509      140326    2451674     2000.354059   1.2943e+016   2.1070e+015      0
    20000511      140642    2451676     2000.359530   9.6055e+015   1.5637e+015      0
    20000518      100835    2451683     2000.378204   6.6671e+015   1.0853e+015      0
    20000518      115845    2451683     2000.378413   8.2542e+015   1.3437e+015      0
    20000518      133813    2451683     2000.378602   9.7401e+015   1.5856e+015      0
    20000518      151557    2451683     2000.378787   9.7341e+015   1.5846e+015      0
    20000519       90346    2451684     2000.380813   8.4962e+015   1.3831e+015      0
    20000519      111917    2451684     2000.381070   1.2488e+016   2.0329e+015      0
    20000519      125819    2451684     2000.381258   1.2771e+016   2.0790e+015      0
    20000522      141903    2451687     2000.389608   1.0293e+016   1.6756e+015      0
    20000522      145730    2451687     2000.389681   8.7194e+015   1.4194e+015      0
    20000528       91922    2451693     2000.405433   4.6259e+015   7.5305e+014      0
    20000528      123947    2451693     2000.405813   7.9577e+015   1.2954e+015      0
    20000529      110655    2451694     2000.408369   7.1812e+015   1.1690e+015      0
    20000529      124957    2451694     2000.408565   8.5153e+015   1.3862e+015      0
    20000607      103109    2451703     2000.432892   3.2173e+015   5.2373e+014      0
    20000609      112405    2451705     2000.438456   1.5489e+016   2.5215e+015      0
    20000615      102947    2451711     2000.454747   6.1759e+015   1.0054e+015      0
    20000621      124151    2451717     2000.471391   8.4713e+015   1.3790e+015      0
    20000625      121918    2451721     2000.482277   1.1402e+016   1.8561e+015      0
    20000707       93942    2451733     2000.514761   6.2231e+015   1.0130e+015      0
    20000709      123531    2451735     2000.520559   8.0758e+015   1.3146e+015      0
    20000712       92245    2451738     2000.528390   6.5174e+015   1.0610e+015      0
    20000713       95232    2451739     2000.531179   4.6115e+015   7.5070e+014      0
    20000729      144042    2451755     2000.575442   1.2502e+016   2.0352e+015      0
    20000802      140720    2451759     2000.586307   1.0350e+016   1.6849e+015      0
    20000804      102259    2451761     2000.591346   4.5492e+015   7.4056e+014      0
    20000804      121332    2451761     2000.591556   9.4994e+015   1.5464e+015      0
    20000804      153043    2451761     2000.591930   7.7466e+015   1.2611e+015      0
    20000805       84632    2451762     2000.593895   7.7431e+015   1.2605e+015      0
    20000809      102927    2451766     2000.605019   1.0319e+016   1.6798e+015      0
    20000810      134426    2451767     2000.608122   4.9041e+015   7.9833e+014      0
    20000811      153429    2451768     2000.611063   9.3879e+015   1.5282e+015      0
    20000812      104050    2451769     2000.613238   9.0825e+015   1.4785e+015      0
    20000812      153941    2451769     2000.613805   1.0080e+016   1.6409e+015      0
    20000821      111130    2451778     2000.637886   1.2984e+016   2.1137e+015      0
    20000830       90200    2451787     2000.662231   1.3446e+016   2.1889e+015      0
    20000830      104031    2451787     2000.662417   7.2232e+015   1.1759e+015      0
    20000901      100406    2451789     2000.667813   1.3734e+016   2.2357e+015      0
    20000906      113106    2451794     2000.681639   1.2914e+016   2.1022e+015      0
    20000910      131915    2451798     2000.692773   9.6779e+015   1.5754e+015      0
    20000913      121709    2451801     2000.700852   1.2476e+016   2.0309e+015      0
    20000913      153638    2451801     2000.701231   1.5840e+016   2.5785e+015      0
    20000916      153015    2451804     2000.709415   1.9362e+016   3.1519e+015      0
    20000919       74924    2451807     2000.716738   6.8261e+015   1.1112e+015      0
    20000930      122815    2451818     2000.747321   1.7199e+016   2.7998e+015      0
    20010115       95227    2451925     2001.039483   5.8033e+016   9.4471e+015      0
    20010120      154041    2451930     2001.053845   2.0857e+016   3.3952e+015      0
    20010122      113645    2451932     2001.058860   1.5108e+016   2.4595e+015      0
    20010124      115909    2451934     2001.064382   4.7534e+016   7.7380e+015      0
    20010208      111523    2451949     2001.105395   3.2177e+016   5.2381e+015      0
    20010208      144552    2451949     2001.105795   1.6150e+016   2.6290e+015      0
    20010208      162306    2451949     2001.105980   3.4688e+016   5.6468e+015      0
    20010209      122801    2451950     2001.108272   3.9175e+016   6.3772e+015      0
    20010227      111718    2451968     2001.157453   1.2845e+016   2.0911e+015      0
    20010316       84217    2451985     2001.203733   1.6209e+016   2.6387e+015      0
    20010318      124212    2451987     2001.209669   8.2017e+015   1.3351e+015      0
    20010323      110709    2451992     2001.223187   1.9035e+016   3.0986e+015      0
    20010323      113632    2451992     2001.223243   1.4477e+016   2.3566e+015      0
    20010326       95827    2451995     2001.231276   2.1612e+016   3.5181e+015      0
    20010326      133956    2451995     2001.231697   1.8924e+016   3.0806e+015      0
    20010326      135456    2451995     2001.231726   1.6863e+016   2.7451e+015      0
    20010328      120005    2451997     2001.236986   1.5330e+016   2.4955e+015      0
    20010329       94529    2451998     2001.239470   1.8153e+016   2.9551e+015      0
    20010329      100911    2451998     2001.239515   1.0077e+016   1.6405e+015      0
    20010329      130057    2451998     2001.239842   2.0981e+016   3.4154e+015      0
    20010329      143839    2451998     2001.240028   1.5189e+016   2.4726e+015      0
    20010401       95008    2452001     2001.247698   6.3600e+015   1.0353e+015      0
    20010413      125705    2452013     2001.280931   2.5373e+016   4.1304e+015      0
    20010423      125411    2452023     2001.308322   3.3317e+015   5.4236e+014      0
    20010531       85744    2452061     2001.411982   1.5580e+016   2.5363e+015      0
    20010602       95155    2452063     2001.417565   7.6911e+015   1.2520e+015      0
    20010705      120113    2452096     2001.508221   1.0883e+016   1.7716e+015      0
    20010731      125644    2452122     2001.579560   1.6609e+016   2.7038e+015      0
    20010731      143517    2452122     2001.579747   1.3945e+016   2.2701e+015      0
    20010808      140347    2452130     2001.601605   7.6089e+015   1.2386e+015      0
    20010825      154458    2452147     2001.648373   1.3836e+016   2.2523e+015      0
    20010831      132411    2452153     2001.664544   6.4329e+015   1.0472e+015      0
    20010908      105931    2452161     2001.686186   1.0862e+016   1.7683e+015      0
    20010908      154730    2452161     2001.686734   8.6065e+015   1.4010e+015      0
    20011010      102918    2452193     2001.773800   6.2297e+015   1.0141e+015      0
    20011010      121509    2452193     2001.774001   2.1453e+016   3.4922e+015      0
    20011010      135348    2452193     2001.774189   1.8919e+016   3.0798e+015      0
    20011012      151653    2452195     2001.779827   1.1223e+016   1.8270e+015      0
    20011018      155421    2452201     2001.796336   8.3200e+015   1.3544e+015      0
    20011020       84521    2452203     2001.801000   3.1986e+015   5.2070e+014      0
    20011021      123704    2452204     2001.804180   6.2174e+015   1.0121e+015      0
    20011021      141614    2452204     2001.804369   7.9175e+015   1.2889e+015      0
    20011022      153324    2452205     2001.807255   1.2083e+016   1.9670e+015      0
    20011029      100516    2452212     2001.825809   1.4082e+016   2.2924e+015      0
    20011210      100821    2452254     2001.940883   1.3546e+016   2.2051e+015      0
    20011210      124228    2452254     2001.941177   2.7022e+016   4.3988e+015      0
    20011210      132044    2452254     2001.941249   9.7727e+015   1.5909e+015      0
    20011224      145921    2452268     2001.979793   1.7266e+016   2.8107e+015      0
    20011225       70638    2452269     2001.981634   6.5420e+015   1.0650e+015      0
    20011225       84700    2452269     2001.981825   2.3098e+016   3.7601e+015      0
    20011225      102616    2452269     2001.982013   1.7343e+016   2.8232e+015      0
    20011226      104502    2452270     2001.984789   1.5881e+016   2.5853e+015      0
    20011227       90159    2452271     2001.987333   5.7468e+016   9.3551e+015      0
    20011227      103803    2452271     2001.987515   1.2830e+017   2.0886e+016      0
    20011228       84757    2452272     2001.990046   2.7248e+016   4.4356e+015      0
    20011228      101347    2452272     2001.990209   4.7152e+016   7.6759e+015      0
    20011229       72915    2452273     2001.992636   3.6003e+016   5.8609e+015      0
    20011229       84122    2452273     2001.992773   4.5648e+016   7.4310e+015      0
    20011229      100034    2452273     2001.992923   7.4355e+016   1.2104e+016      0
    20011229      142657    2452273     2001.993430   1.7490e+017   2.8472e+016      0
    20011229      153333    2452273     2001.993557   1.6167e+017   2.6318e+016      0
    20011230       85656    2452274     2001.995542   1.0603e+017   1.7261e+016      0
    20011231       83504    2452275     2001.998240   7.8592e+016   1.2794e+016      0
    20011231       94117    2452275     2001.998366   8.0503e+016   1.3105e+016      0
    20011231      104735    2452275     2001.998492   1.8476e+017   3.0077e+016      0
    20020101      141711    2452276     2002.001631   1.6993e+017   2.7662e+016      0
    20020101      152354    2452276     2002.001758   1.3494e+017   2.1967e+016      0
    20020102      110101    2452277     2002.003997   4.5269e+016   7.3692e+015      0
    20020102      153005    2452277     2002.004509   8.6233e+016   1.4038e+016      0
    20020103       75935    2452278     2002.006392   7.0020e+015   1.1398e+015      0
    20020103       93003    2452278     2002.006564   1.6930e+016   2.7561e+015      0
    20020103      110844    2452278     2002.006752   2.7298e+016   4.4438e+015      0
    20020103      140848    2452278     2002.007094   1.1716e+016   1.9072e+015      0
    20020104       84754    2452279     2002.009224   5.5878e+016   9.0963e+015      0
    20020104      103839    2452279     2002.009434   9.0352e+016   1.4708e+016      0
    20020104      132903    2452279     2002.009758   5.1505e+016   8.3845e+015      0
    20020104      143718    2452279     2002.009888   4.2610e+016   6.9364e+015      0
    20020104      153741    2452279     2002.010003   8.9425e+016   1.4557e+016      0
    20020110       83635    2452285     2002.025640   2.9721e+016   4.8382e+015      0
    20020110      101515    2452285     2002.025828   4.0713e+016   6.6276e+015      0
    20020208      105214    2452314     2002.105351   1.5242e+016   2.4813e+015      0
    20020215      152425    2452321     2002.125046   1.4346e+016   2.3354e+015      0
    20020221      160356    2452327     2002.141560   1.6174e+016   2.6329e+015      0
    20020306      134539    2452340     2002.176913   1.5158e+016   2.4676e+015      0
    20020312       83831    2452346     2002.192767   1.1539e+016   1.8785e+015      0
    20020318      133315    2452352     2002.209766   9.8820e+015   1.6087e+015      0
    20020325      114950    2452359     2002.228748   2.2290e+016   3.6285e+015      0
    20020409      153750    2452374     2002.270277   1.9396e+016   3.1575e+015      0
    20020410      112752    2452375     2002.272542   2.1208e+016   3.4524e+015      0
    20020410      130759    2452375     2002.272732   1.6782e+016   2.7319e+015      0
    20020411       84436    2452376     2002.274971   1.5597e+016   2.5390e+015      0
    20020411      120315    2452376     2002.275349   2.8500e+016   4.6395e+015      0
    20020411      134233    2452376     2002.275538   2.3080e+016   3.7572e+015      0
    20020412      120020    2452377     2002.278083   1.8905e+016   3.0775e+015      0
    20020412      152451    2452377     2002.278472   1.8706e+016   3.0452e+015      0
    20020424      114843    2452389     2002.310937   1.3250e+016   2.1569e+015      0
    20020424      132828    2452389     2002.311127   1.8325e+016   2.9831e+015      0
    20020425      105300    2452390     2002.313571   2.3882e+016   3.8877e+015      0
    20020504      101546    2452399     2002.338158   1.3182e+016   2.1459e+015      0
    20020505      150225    2452400     2002.341443   2.2351e+016   3.6385e+015      0
    20020508      153216    2452403     2002.349719   1.1120e+016   1.8102e+015      0
    20020510      125751    2452405     2002.354905   1.2467e+016   2.0294e+015      0
    20020512      115741    2452407     2002.360270   4.7393e+015   7.7151e+014      0
    20020512      151633    2452407     2002.360648   1.2569e+016   2.0461e+015      0
    20020513      101426    2452408     2002.362813   1.0047e+016   1.6355e+015      0
    20020513      115351    2452408     2002.363002   1.2951e+016   2.1083e+015      0
    20020614       92321    2452440     2002.450387   5.9698e+015   9.7181e+014      0
    20020616       85308    2452442     2002.455809   9.0081e+015   1.4664e+015      0
    20020710      124345    2452466     2002.522001   8.1732e+015   1.3305e+015      0
    20020713      105103    2452469     2002.530006   6.0234e+015   9.8054e+014      0
    20020719      132112    2452475     2002.546730   2.7291e+015   4.4427e+014      0
    20020721      105226    2452477     2002.551926   5.8936e+015   9.5940e+014      0
    20020727       83449    2452483     2002.568103   1.0453e+016   1.7016e+015      0
    20020727      101824    2452483     2002.568300   3.8096e+015   6.2016e+014      0
    20020801      141408    2452488     2002.582447   1.7469e+016   2.8437e+015      0
    20020807      102533    2452494     2002.598450   7.5135e+015   1.2231e+015      0
    20020809      130957    2452496     2002.604243   9.8224e+015   1.5990e+015      0
    20020809      150857    2452496     2002.604469   1.3692e+016   2.2290e+015      0
    20020810      125755    2452497     2002.606960   1.1940e+016   1.9436e+015      0
    20020810      144059    2452497     2002.607156   9.0419e+015   1.4719e+015      0
    20020810      162336    2452497     2002.607351   1.2811e+016   2.0856e+015      0
    20020811      112533    2452498     2002.609523   7.8512e+015   1.2781e+015      0
    20020811      130812    2452498     2002.609719   1.7090e+016   2.7821e+015      0
    20020815      125545    2452502     2002.620654   1.0896e+016   1.7737e+015      0
    20020820      114246    2452507     2002.634214   1.2033e+016   1.9588e+015      0
    20020821      130212    2452508     2002.637105   9.4457e+015   1.5376e+015      0
    20020904      100800    2452522     2002.675129   1.0701e+016   1.7419e+015      0
    20020904      114859    2452522     2002.675322   9.6123e+015   1.5648e+015      0
    20020904      133140    2452522     2002.675517   1.4334e+016   2.3335e+015      0
    20020905       81212    2452523     2002.677649   5.9509e+015   9.6873e+014      0
    20020905       95532    2452523     2002.677845   1.2277e+016   1.9985e+015      0
    20020905      132228    2452523     2002.678239   1.7826e+016   2.9019e+015      0
    20020905      150335    2452523     2002.678431   1.6609e+016   2.7038e+015      0
    20020909      100527    2452527     2002.688823   3.3065e+015   5.3825e+014      0
    20020909      113248    2452527     2002.688989   2.4096e+015   3.9225e+014      0
    20020911       94842    2452529     2002.694271   7.1300e+015   1.1607e+015      0
    20020911      113014    2452529     2002.694464   1.3698e+016   2.2298e+015      0
    20020911      141932    2452529     2002.694786   1.2474e+016   2.0306e+015      0
    20020913      110042    2452531     2002.699887   1.8620e+016   3.0311e+015      0
    20020914       92353    2452532     2002.702443   1.4356e+016   2.3369e+015      0
    20020914      124716    2452532     2002.702830   3.1053e+016   5.0551e+015      0
    20020914      142954    2452532     2002.703025   1.7080e+016   2.7805e+015      0
    20020915      105007    2452533     2002.705346   2.3279e+016   3.7896e+015      0
    20020915      121850    2452533     2002.705515   1.8049e+016   2.9382e+015      0
    20020915      134452    2452533     2002.705679   2.7393e+016   4.4593e+015      0
    20020915      150843    2452533     2002.705839   3.2019e+016   5.2123e+015      0
    20020915      160642    2452533     2002.705949   3.1587e+016   5.1420e+015      0
    20020919      145119    2452537     2002.716764   1.1659e+016   1.8979e+015      0
    20020927       94815    2452545     2002.738105   1.8231e+016   2.9678e+015      0
    20020930      160132    2452548     2002.747035   1.1811e+016   1.9228e+015      0
    20021001      124215    2452549     2002.749395   1.3502e+016   2.1980e+015      0
    20021001      161000    2452549     2002.749791   7.6834e+016   1.2508e+016      0
    20021002       73357    2452550     2002.751549   1.1979e+016   1.9501e+015      0
    20021002      135401    2452550     2002.752272   3.4104e+016   5.5517e+015      0
    20021002      153459    2452550     2002.752464   9.8632e+015   1.6056e+015      0
    20021003      141707    2452551     2002.755055   5.7124e+016   9.2991e+015      0
    20021003      145917    2452551     2002.755136   6.1889e+016   1.0075e+016      0
    20021003      154219    2452551     2002.755217   5.4949e+016   8.9450e+015      0
    20021006      124732    2452554     2002.763104   1.7731e+016   2.8864e+015      0
    20021006      142849    2452554     2002.763297   1.7743e+016   2.8883e+015      0
    20021006      161028    2452554     2002.763490   2.1666e+016   3.5270e+015      0
    20021008       95615    2452556     2002.768258   1.1921e+016   1.9405e+015      0
    20021008      154938    2452556     2002.768930   4.4882e+015   7.3063e+014      0
    20021018       91748    2452566     2002.795582   2.1458e+016   3.4931e+015      0
    20021018      143029    2452566     2002.796177   2.2336e+016   3.6361e+015      0
    20021019      103221    2452567     2002.798463   1.1439e+016   1.8622e+015      0
    20021020       92801    2452568     2002.801081   1.6915e+016   2.7535e+015      0
    20021020      125405    2452568     2002.801473   3.2963e+016   5.3659e+015      0
