    YYYYMMDD      HHMMSS     JULIAN        YEAR      total_column   error       instrument
    20090107      103314    2454839     2009.017643   2.6974e+016   4.3910e+015      1
    20090114      112457    2454846     2009.036920   4.6437e+016   7.5595e+015      1
    20090114      133655    2454846     2009.037171   6.7696e+016   1.1020e+016      1
    20090114      144326    2454846     2009.037297   7.1701e+016   1.1672e+016      1
    20090114      155000    2454846     2009.037424   6.9635e+016   1.1336e+016      1
    20090114      165634    2454846     2009.037551   6.2930e+016   1.0244e+016      1
    20090115       61459    2454847     2009.039070   2.5758e+016   4.1931e+015      1
    20090115       72136    2454847     2009.039196   2.7791e+016   4.5240e+015      1
    20090115       82807    2454847     2009.039323   2.8593e+016   4.6546e+015      1
    20090115       93055    2454847     2009.039442   3.3868e+016   5.5134e+015      1
    20090115      103729    2454847     2009.039569   3.7143e+016   6.0465e+015      1
    20090116      111247    2454848     2009.042376   1.8545e+016   3.0188e+015      1
    20090118      140934    2454850     2009.048192   1.2662e+016   2.0612e+015      1
    20090119       91823    2454851     2009.050377   1.6026e+016   2.6088e+015      1
    20090119      102459    2454851     2009.050504   1.9269e+016   3.1368e+015      1
    20090120       64149    2454852     2009.052819   2.6222e+016   4.2686e+015      1
    20090120       71536    2454852     2009.052884   2.6405e+016   4.2985e+015      1
    20090120       74923    2454852     2009.052948   2.6500e+016   4.3139e+015      1
    20090120       82312    2454852     2009.053012   2.4403e+016   3.9726e+015      1
    20090120       85703    2454852     2009.053077   2.8515e+016   4.6420e+015      1
    20090120       92828    2454852     2009.053136   2.9413e+016   4.7881e+015      1
    20090120      100221    2454852     2009.053201   3.3732e+016   5.4912e+015      1
    20090120      103616    2454852     2009.053265   3.6042e+016   5.8672e+015      1
    20090120      111012    2454852     2009.053330   3.8581e+016   6.2806e+015      1
    20090120      114404    2454852     2009.053394   4.3151e+016   7.0246e+015      1
    20090120      125153    2454852     2009.053523   4.8407e+016   7.8801e+015      1
    20090128       92032    2454860     2009.075039   1.5913e+016   2.5905e+015      1
    20090128      100055    2454860     2009.075116   1.7280e+016   2.8130e+015      1
    20090128      104727    2454860     2009.075204   2.1959e+016   3.5747e+015      1
    20090128      113358    2454860     2009.075293   2.1130e+016   3.4397e+015      1
    20090128      130700    2454860     2009.075470   2.2358e+016   3.6396e+015      1
    20090128      135307    2454860     2009.075558   2.5006e+016   4.0706e+015      1
    20090128      143938    2454860     2009.075646   2.2538e+016   3.6690e+015      1
    20090128      152610    2454860     2009.075735   2.6417e+016   4.3003e+015      1
    20090128      160540    2454860     2009.075810   2.0868e+016   3.3970e+015      1
    20090128      173802    2454860     2009.075986   1.5869e+016   2.5832e+015      1
    20090129       93717    2454861     2009.077811   1.1244e+016   1.8304e+015      1
    20090129      102348    2454861     2009.077899   1.9425e+016   3.1622e+015      1
    20090129      111020    2454861     2009.077988   2.6850e+016   4.3709e+015      1
    20090129      115655    2454861     2009.078076   2.6774e+016   4.3585e+015      1
    20090129      124326    2454861     2009.078165   2.7011e+016   4.3972e+015      1
    20090129      135029    2454861     2009.078292   2.3034e+016   3.7496e+015      1
    20090129      145153    2454861     2009.078409   2.3009e+016   3.7457e+015      1
    20090129      171245    2454861     2009.078677   1.1671e+016   1.9000e+015      1
    20090130       93753    2454862     2009.080552   1.1408e+016   1.8571e+015      1
    20090130      102420    2454862     2009.080640   1.5239e+016   2.4807e+015      1
    20090130      111031    2454862     2009.080728   1.8655e+016   3.0367e+015      1
    20090130      124042    2454862     2009.080899   1.5090e+016   2.4564e+015      1
    20090130      131435    2454862     2009.080964   1.6104e+016   2.6215e+015      1
    20090130      152555    2454862     2009.081214   2.1737e+016   3.5385e+015      1
    20090131       75907    2454863     2009.083103   1.7780e+016   2.8943e+015      1
    20090131       83256    2454863     2009.083168   1.9222e+016   3.1292e+015      1
    20090131       90647    2454863     2009.083232   1.8575e+016   3.0239e+015      1
    20090131      104825    2454863     2009.083425   3.2550e+016   5.2987e+015      1
    20090131      130355    2454863     2009.083683   2.9296e+016   4.7690e+015      1
    20090131      133744    2454863     2009.083748   2.7037e+016   4.4013e+015      1
    20090131      141044    2454863     2009.083810   3.1476e+016   5.1240e+015      1
    20090131      144435    2454863     2009.083875   2.7554e+016   4.4854e+015      1
    20090131      151835    2454863     2009.083939   2.0945e+016   3.4096e+015      1
    20090203       94007    2454866     2009.091515   2.3042e+016   3.7510e+015      1
    20090203      101358    2454866     2009.091579   2.8698e+016   4.6717e+015      1
    20090205       92046    2454868     2009.096957   2.5648e+016   4.1753e+015      1
    20090205       95434    2454868     2009.097022   2.4653e+016   4.0133e+015      1
    20090205      102822    2454868     2009.097086   3.2925e+016   5.3598e+015      1
    20090205      110218    2454868     2009.097150   3.2966e+016   5.3665e+015      1
    20090205      113614    2454868     2009.097215   3.5120e+016   5.7171e+015      1
    20090205      121007    2454868     2009.097280   3.2226e+016   5.2460e+015      1
    20090205      124359    2454868     2009.097344   4.6066e+016   7.4990e+015      1
    20090205      131755    2454868     2009.097409   5.0706e+016   8.2544e+015      1
    20090205      135148    2454868     2009.097473   6.3026e+016   1.0260e+016      1
    20090205      142542    2454868     2009.097537   6.8407e+016   1.1136e+016      1
    20090205      145935    2454868     2009.097602   7.5449e+016   1.2282e+016      1
    20090205      153330    2454868     2009.097666   7.1088e+016   1.1572e+016      1
    20090206       73023    2454869     2009.099487   2.8263e+016   4.6009e+015      1
    20090206       83808    2454869     2009.099616   2.4498e+016   3.9881e+015      1
    20090206       91158    2454869     2009.099680   2.9442e+016   4.7928e+015      1
    20090206       94550    2454869     2009.099745   2.4387e+016   3.9699e+015      1
    20090206      101941    2454869     2009.099809   2.5440e+016   4.1413e+015      1
    20090206      105336    2454869     2009.099874   2.9082e+016   4.7343e+015      1
    20090206      112730    2454869     2009.099938   3.1296e+016   5.0947e+015      1
    20090206      120125    2454869     2009.100003   1.9717e+016   3.2097e+015      1
    20090206      123518    2454869     2009.100067   2.4973e+016   4.0653e+015      1
    20090206      130912    2454869     2009.100132   2.8648e+016   4.6636e+015      1
    20090206      134029    2454869     2009.100191   2.5562e+016   4.1611e+015      1
    20090206      141420    2454869     2009.100256   3.5447e+016   5.7703e+015      1
    20090206      144810    2454869     2009.100320   3.4044e+016   5.5419e+015      1
    20090206      155557    2454869     2009.100449   4.5519e+016   7.4100e+015      1
    20090206      162950    2454869     2009.100513   5.2502e+016   8.5467e+015      1
    20090207       83003    2454870     2009.102340   2.8800e+016   4.6883e+015      1
    20090207       90351    2454870     2009.102405   3.0736e+016   5.0035e+015      1
    20090207       93739    2454870     2009.102469   3.0257e+016   4.9256e+015      1
    20090207      101132    2454870     2009.102533   3.3705e+016   5.4867e+015      1
    20090207      104524    2454870     2009.102598   4.1344e+016   6.7303e+015      1
    20090207      111915    2454870     2009.102662   4.5632e+016   7.4284e+015      1
    20090207      115306    2454870     2009.102727   4.5861e+016   7.4656e+015      1
    20090207      122658    2454870     2009.102791   5.3866e+016   8.7688e+015      1
    20090207      130047    2454870     2009.102855   6.3250e+016   1.0296e+016      1
    20090207      133437    2454870     2009.102920   6.3486e+016   1.0335e+016      1
    20090207      140827    2454870     2009.102984   6.8826e+016   1.1204e+016      1
    20090207      144217    2454870     2009.103048   7.3950e+016   1.2038e+016      1
    20090207      151607    2454870     2009.103113   6.6096e+016   1.0760e+016      1
    20090207      155000    2454870     2009.103177   5.3965e+016   8.7849e+015      1
    20090207      165634    2454870     2009.103304   4.9817e+016   8.1097e+015      1
    20090207      173025    2454870     2009.103368   4.7349e+016   7.7078e+015      1
    20090220      110347    2454883     2009.138249   2.3199e+016   3.7765e+015      1
    20090220      113740    2454883     2009.138314   2.0514e+016   3.3395e+015      1
    20090220      125613    2454883     2009.138463   2.7786e+016   4.5233e+015      1
    20090223      130510    2454886     2009.146699   1.9674e+016   3.2027e+015      1
    20090223      133907    2454886     2009.146764   2.0519e+016   3.3402e+015      1
    20090223      141300    2454886     2009.146828   2.1137e+016   3.4409e+015      1
    20090224       65427    2454887     2009.148734   9.7667e+015   1.5899e+015      1
    20090224       80212    2454887     2009.148863   9.4295e+015   1.5350e+015      1
    20090224       83604    2454887     2009.148927   1.2094e+016   1.9688e+015      1
    20090224       94349    2454887     2009.149056   1.7080e+016   2.7805e+015      1
    20090224      110050    2454887     2009.149202   1.9454e+016   3.1669e+015      1
    20090228      140708    2454891     2009.160516   3.0993e+016   5.0453e+015      1
    20090228      145340    2454891     2009.160604   3.7981e+016   6.1829e+015      1
    20090305      100029    2454896     2009.173745   7.6592e+015   1.2468e+015      1
    20090305      113339    2454896     2009.173922   1.1721e+016   1.9081e+015      1
    20090305      134623    2454896     2009.174175   1.1521e+016   1.8755e+015      1
    20090305      142909    2454896     2009.174256   1.1878e+016   1.9336e+015      1
    20090305      151537    2454896     2009.174345   1.0136e+016   1.6501e+015      1
    20090306       91019    2454897     2009.176389   9.8367e+015   1.6013e+015      1
    20090306       95507    2454897     2009.176475   7.7979e+015   1.2694e+015      1
    20090306      104140    2454897     2009.176563   1.0075e+016   1.6401e+015      1
    20090312      145459    2454903     2009.193484   1.7213e+016   2.8021e+015      1
    20090312      154415    2454903     2009.193577   1.3817e+016   2.2493e+015      1
    20090315      104550    2454906     2009.201229   1.5189e+016   2.4726e+015      1
    20090315      111940    2454906     2009.201293   1.9636e+016   3.1964e+015      1
    20090315      115331    2454906     2009.201358   1.4196e+016   2.3110e+015      1
    20090315      125858    2454906     2009.201482   1.2894e+016   2.0991e+015      1
    20090315      133248    2454906     2009.201546   1.4810e+016   2.4109e+015      1
    20090727       91519    2455040     2009.568180   3.6623e+015   5.9618e+014      1
    20090727      102317    2455040     2009.568309   5.4586e+015   8.8860e+014      1
    20090727      105714    2455040     2009.568374   4.5234e+015   7.3636e+014      1
    20090727      120513    2455040     2009.568503   6.2737e+015   1.0213e+015      1
    20090727      141633    2455040     2009.568753   2.4433e+015   3.9774e+014      1
    20090728      104903    2455041     2009.571098   4.0672e+015   6.6209e+014      1
    20090728      113501    2455041     2009.571185   2.9796e+015   4.8505e+014      1
    20090729      133056    2455042     2009.574146   5.3713e+015   8.7438e+014      1
    20090729      141735    2455042     2009.574234   5.4879e+015   8.9336e+014      1
    20090730       85650    2455043     2009.576364   4.0322e+015   6.5640e+014      1
    20090730       94331    2455043     2009.576453   4.2076e+015   6.8494e+014      1
    20090730      103007    2455043     2009.576541   5.8051e+015   9.4500e+014      1
    20090730      111252    2455043     2009.576623   4.9301e+015   8.0256e+014      1
    20090730      132759    2455043     2009.576880   4.9464e+015   8.0521e+014      1
    20090730      140147    2455043     2009.576944   5.6820e+015   9.2496e+014      1
    20090730      143533    2455043     2009.577008   4.3379e+015   7.0615e+014      1
    20090730      150918    2455043     2009.577072   4.5146e+015   7.3493e+014      1
    20090730      154303    2455043     2009.577137   2.5077e+015   4.0822e+014      1
    20090731       93509    2455044     2009.579176   4.1734e+015   6.7938e+014      1
    20090731      111328    2455044     2009.579364   2.7078e+015   4.4080e+014      1
    20090731      120237    2455044     2009.579457   3.7234e+015   6.0612e+014      1
    20090731      134106    2455044     2009.579644   3.8001e+015   6.1861e+014      1
    20090803      151723    2455047     2009.588047   3.3955e+015   5.5274e+014      1
    20090805      111624    2455049     2009.593068   6.0487e+015   9.8466e+014      1
    20090805      125004    2455049     2009.593246   6.1773e+015   1.0056e+015      1
    20090805      132353    2455049     2009.593310   5.4154e+015   8.8156e+014      1
    20090805      135741    2455049     2009.593375   8.3372e+015   1.3572e+015      1
    20090806      105843    2455050     2009.595774   4.0938e+015   6.6641e+014      1
    20090806      114753    2455050     2009.595867   4.8384e+015   7.8764e+014      1
    20090806      141601    2455050     2009.596149   4.9275e+015   8.0213e+014      1
    20090806      150509    2455050     2009.596243   6.5870e+015   1.0723e+015      1
    20090806      155419    2455050     2009.596336   6.1547e+015   1.0019e+015      1
    20090807      133235    2455051     2009.598806   9.9153e+015   1.6141e+015      1
    20090808      103957    2455052     2009.601218   5.0604e+015   8.2377e+014      1
    20090808      112632    2455052     2009.601306   5.0005e+015   8.1402e+014      1
    20090808      121842    2455052     2009.601405   5.6557e+015   9.2067e+014      1
    20090808      125231    2455052     2009.601470   5.8852e+015   9.5804e+014      1
    20090808      132623    2455052     2009.601534   6.7199e+015   1.0939e+015      1
    20090808      140012    2455052     2009.601599   8.1014e+015   1.3188e+015      1
    20090808      143359    2455052     2009.601663   7.4436e+015   1.2117e+015      1
    20090808      161522    2455052     2009.601856   4.8051e+015   7.8222e+014      1
    20090811      151246    2455055     2009.609956   7.5798e+015   1.2339e+015      1
    20090813      111525    2455057     2009.614984   6.7719e+015   1.1024e+015      1
    20090813      120224    2455057     2009.615073   5.9572e+015   9.6976e+014      1
    20090813      133238    2455057     2009.615245   8.4194e+015   1.3706e+015      1
    20090813      141933    2455057     2009.615334   7.6928e+015   1.2523e+015      1
    20090813      150630    2455057     2009.615423   5.7819e+015   9.4122e+014      1
    20090814      142239    2455058     2009.618080   7.6433e+015   1.2442e+015      1
    20090815      113624    2455059     2009.620503   4.9117e+015   7.9956e+014      1
    20090815      122528    2455059     2009.620596   6.3512e+015   1.0339e+015      1
    20090815      131429    2455059     2009.620690   7.5668e+015   1.2318e+015      1
    20090815      140243    2455059     2009.620781   8.1228e+015   1.3223e+015      1
    20090815      145144    2455059     2009.620875   6.2599e+015   1.0190e+015      1
    20090817      100006    2455061     2009.625799   3.3577e+015   5.4659e+014      1
    20090817      103351    2455061     2009.625863   4.3326e+015   7.0529e+014      1
    20090817      110736    2455061     2009.625928   3.4860e+015   5.6748e+014      1
    20090817      114120    2455061     2009.625992   3.6002e+015   5.8607e+014      1
    20090817      121505    2455061     2009.626056   3.6753e+015   5.9830e+014      1
    20090817      124849    2455061     2009.626120   4.7159e+015   7.6770e+014      1
    20090817      132229    2455061     2009.626184   4.2597e+015   6.9343e+014      1
    20090817      135613    2455061     2009.626249   4.9311e+015   8.0273e+014      1
    20090817      153727    2455061     2009.626441   4.5998e+015   7.4880e+014      1
    20090817      161113    2455061     2009.626505   2.9048e+015   4.7287e+014      1
    20090819      131120    2455063     2009.631643   8.3514e+015   1.3595e+015      1
    20090820      133540    2455064     2009.634429   1.2615e+016   2.0536e+015      1
    20090820      140807    2455064     2009.634490   1.1972e+016   1.9489e+015      1
    20090820      144134    2455064     2009.634554   1.1285e+016   1.8371e+015      1
    20090820      151453    2455064     2009.634617   1.0684e+016   1.7393e+015      1
    20090820      154811    2455064     2009.634681   1.1348e+016   1.8474e+015      1
    20090822      142242    2455066     2009.639998   6.8531e+015   1.1156e+015      1
    20090822      154955    2455066     2009.640163   8.5354e+015   1.3895e+015      1
    20090823      120524    2455067     2009.642476   9.4331e+015   1.5356e+015      1
    20090823      141858    2455067     2009.642730   1.3349e+016   2.1730e+015      1
    20090823      145248    2455067     2009.642795   1.4013e+016   2.2811e+015      1
    20090824       80623    2455068     2009.644761   7.0501e+015   1.1477e+015      1
    20090824       84013    2455068     2009.644825   7.0775e+015   1.1521e+015      1
    20090824      105522    2455068     2009.645083   6.2928e+015   1.0244e+015      1
    20090824      112908    2455068     2009.645147   7.1424e+015   1.1627e+015      1
    20090824      120647    2455068     2009.645218   7.5167e+015   1.2236e+015      1
    20090825       85749    2455069     2009.647599   4.3927e+015   7.1508e+014      1
    20090825       93928    2455069     2009.647678   4.4515e+015   7.2465e+014      1
    20090825      102603    2455069     2009.647766   5.6564e+015   9.2079e+014      1
    20090825      111238    2455069     2009.647855   4.3019e+015   7.0029e+014      1
    20090825      115802    2455069     2009.647941   5.5068e+015   8.9644e+014      1
    20090825      124434    2455069     2009.648030   4.4539e+015   7.2505e+014      1
    20090825      133110    2455069     2009.648119   5.7198e+015   9.3111e+014      1
    20090825      141745    2455069     2009.648207   6.4409e+015   1.0485e+015      1
    20090825      150429    2455069     2009.648296   5.1676e+015   8.4122e+014      1
    20090826      105314    2455070     2009.650558   4.4014e+015   7.1649e+014      1
    20090826      115425    2455070     2009.650674   4.6103e+015   7.5051e+014      1
    20090826      122814    2455070     2009.650739   5.1772e+015   8.4279e+014      1
    20090826      130158    2455070     2009.650803   5.0684e+015   8.2507e+014      1
    20090826      133542    2455070     2009.650867   6.2128e+015   1.0114e+015      1
    20090827      110318    2455071     2009.653317   5.5163e+015   8.9800e+014      1
    20090827      124445    2455071     2009.653510   8.6922e+015   1.4150e+015      1
    20090827      135223    2455071     2009.653638   7.7395e+015   1.2599e+015      1
    20090827      142612    2455071     2009.653703   1.0661e+016   1.7355e+015      1
    20090827      161036    2455071     2009.653901   1.0502e+016   1.7095e+015      1
    20090829      132137    2455073     2009.659059   1.4683e+016   2.3902e+015      1
    20090829      141051    2455073     2009.659153   1.5882e+016   2.5854e+015      1
    20090829      145959    2455073     2009.659247   1.6401e+016   2.6700e+015      1
    20090830      122433    2455074     2009.661691   3.9609e+015   6.4479e+014      1
    20090830      140306    2455074     2009.661878   4.0785e+015   6.6393e+014      1
    20090901      105658    2455076     2009.667003   3.8857e+015   6.3254e+014      1
    20090901      131233    2455076     2009.667261   5.0953e+015   8.2946e+014      1
    20090901      134618    2455076     2009.667326   8.3929e+015   1.3663e+015      1
    20090901      142004    2455076     2009.667390   6.5276e+015   1.0626e+015      1
    20090901      145408    2455076     2009.667455   8.0251e+015   1.3064e+015      1
    20090901      152829    2455076     2009.667520   6.5816e+015   1.0714e+015      1
    20090902       94135    2455077     2009.669600   7.3717e+015   1.2000e+015      1
    20090902      103041    2455077     2009.669693   7.8727e+015   1.2816e+015      1
    20090902      111949    2455077     2009.669787   7.8984e+015   1.2858e+015      1
    20090902      120858    2455077     2009.669880   1.0209e+016   1.6619e+015      1
    20090902      125008    2455077     2009.669958   1.0001e+016   1.6280e+015      1
    20090902      133913    2455077     2009.670052   9.3257e+015   1.5181e+015      1
    20090902      142819    2455077     2009.670145   7.9141e+015   1.2883e+015      1
    20090902      151723    2455077     2009.670239   9.5435e+015   1.5536e+015      1
    20090903       85416    2455078     2009.672249   1.7197e+016   2.7994e+015      1
    20090904      113648    2455079     2009.675298   6.9635e+015   1.1336e+015      1
    20090904      121926    2455079     2009.675379   9.7004e+015   1.5791e+015      1
    20090904      125447    2455079     2009.675447   9.2941e+015   1.5130e+015      1
    20090905       75218    2455080     2009.677611   4.1827e+015   6.8089e+014      1
    20090905       93022    2455080     2009.677798   5.1993e+015   8.4638e+014      1
    20090905      101924    2455080     2009.677891   5.6705e+015   9.2308e+014      1
    20090905      110834    2455080     2009.677984   6.0777e+015   9.8938e+014      1
    20090905      115738    2455080     2009.678078   6.1869e+015   1.0072e+015      1
    20090905      124639    2455080     2009.678171   8.4397e+015   1.3739e+015      1
    20090905      133543    2455080     2009.678264   6.5693e+015   1.0694e+015      1
    20090905      142444    2455080     2009.678358   8.2179e+015   1.3378e+015      1
    20090905      151351    2455080     2009.678451   7.0424e+015   1.1464e+015      1
    20090905      160256    2455080     2009.678544   3.6818e+015   5.9935e+014      1
    20090906       85859    2455081     2009.680478   7.4845e+015   1.2184e+015      1
    20090906      133127    2455081     2009.680996   9.4812e+015   1.5434e+015      1
    20090906      141803    2455081     2009.681085   9.8901e+015   1.6100e+015      1
    20090906      150423    2455081     2009.681173   1.1017e+016   1.7934e+015      1
    20090906      163633    2455081     2009.681348   7.4371e+015   1.2107e+015      1
    20090908       83249    2455083     2009.685907   4.1135e+015   6.6963e+014      1
    20090908       91108    2455083     2009.685980   5.3742e+015   8.7486e+014      1
    20090909       84547    2455084     2009.688672   8.4158e+015   1.3700e+015      1
    20090909      114938    2455084     2009.689021   7.6231e+015   1.2409e+015      1
    20090909      123616    2455084     2009.689110   9.1123e+015   1.4834e+015      1
    20090909      132221    2455084     2009.689198   8.0507e+015   1.3106e+015      1
    20090909      154138    2455084     2009.689463   5.5934e+015   9.1055e+014      1
    20090910       83312    2455085     2009.691387   5.3880e+015   8.7710e+014      1
    20090910      100558    2455085     2009.691564   8.3353e+015   1.3569e+015      1
    20090910      105040    2455085     2009.691649   7.5933e+015   1.2361e+015      1
    20090910      115013    2455085     2009.691762   8.8442e+015   1.4397e+015      1
    20090910      133000    2455085     2009.691952   8.6397e+015   1.4064e+015      1
    20090910      140349    2455085     2009.692016   9.6695e+015   1.5741e+015      1
    20090910      154525    2455085     2009.692210   7.2347e+015   1.1777e+015      1
    20090910      161833    2455085     2009.692273   8.0376e+015   1.3084e+015      1
    20090911      103441    2455086     2009.694358   6.6576e+015   1.0838e+015      1
    20090911      121251    2455086     2009.694545   5.3847e+015   8.7657e+014      1
    20090911      130207    2455086     2009.694639   8.8496e+015   1.4406e+015      1
    20090911      135123    2455086     2009.694732   1.1343e+016   1.8466e+015      1
    20090911      144041    2455086     2009.694826   1.3500e+016   2.1976e+015      1
    20090911      152941    2455086     2009.694919   1.3766e+016   2.2409e+015      1
    20090911      154912    2455086     2009.694957   1.2899e+016   2.0999e+015      1
    20090911      160753    2455086     2009.694992   1.2459e+016   2.0282e+015      1
    20090912      114226    2455087     2009.697227   1.1718e+016   1.9075e+015      1
    20090912      122902    2455087     2009.697316   1.8009e+016   2.9316e+015      1
    20090912      131537    2455087     2009.697404   1.6970e+016   2.7625e+015      1
    20090912      140212    2455087     2009.697493   1.7288e+016   2.8142e+015      1
    20090912      144448    2455087     2009.697574   1.7473e+016   2.8444e+015      1
    20090912      153204    2455087     2009.697664   2.5498e+016   4.1507e+015      1
    20090912      161807    2455087     2009.697751   2.8204e+016   4.5913e+015      1
    20090913       94908    2455088     2009.699751   1.0385e+016   1.6905e+015      1
    20090913      103542    2455088     2009.699840   1.2765e+016   2.0780e+015      1
    20090913      115831    2455088     2009.699997   9.7694e+015   1.5904e+015      1
    20090913      123218    2455088     2009.700061   1.2189e+016   1.9842e+015      1
    20090913      130605    2455088     2009.700126   1.0291e+016   1.6752e+015      1
    20090913      141342    2455088     2009.700254   1.1230e+016   1.8281e+015      1
    20090913      144737    2455088     2009.700319   9.6957e+015   1.5784e+015      1
    20090913      152123    2455088     2009.700383   8.0516e+015   1.3107e+015      1
    20090913      162857    2455088     2009.700512   7.4013e+015   1.2048e+015      1
    20090915      133935    2455090     2009.705669   1.3841e+016   2.2532e+015      1
    20090915      142612    2455090     2009.705758   1.3125e+016   2.1365e+015      1
    20090918      150746    2455093     2009.714056   6.0758e+015   9.8907e+014      1
    20090922      140115    2455097     2009.724888   1.4325e+016   2.3319e+015      1
    20090925       94451    2455100     2009.732620   6.8158e+015   1.1095e+015      1
    20090925      102556    2455100     2009.732698   8.8007e+015   1.4326e+015      1
    20090925      115232    2455100     2009.732863   1.2422e+016   2.0222e+015      1
    20090925      142600    2455100     2009.733154   1.1985e+016   1.9509e+015      1
    20090925      145953    2455100     2009.733219   7.3499e+015   1.1965e+015      1
    20090925      153338    2455100     2009.733283   9.3182e+015   1.5169e+015      1
    20090926      101828    2455101     2009.735423   7.2620e+015   1.1822e+015      1
    20090926      123321    2455101     2009.735680   5.1984e+015   8.4624e+014      1
    20090926      130707    2455101     2009.735744   6.8887e+015   1.1214e+015      1
    20090926      141240    2455101     2009.735869   5.0128e+015   8.1603e+014      1
    20090926      144627    2455101     2009.735933   4.5633e+015   7.4285e+014      1
    20090928       72141    2455103     2009.740566   5.6133e+015   9.1377e+014      1
    20090928       74247    2455103     2009.740607   4.0671e+015   6.6208e+014      1
    20090928       75320    2455103     2009.740627   7.1050e+015   1.1566e+015      1
    20090928       81423    2455103     2009.740667   5.9061e+015   9.6144e+014      1
    20090928       82456    2455103     2009.740687   5.1935e+015   8.4545e+014      1
    20090928       83529    2455103     2009.740707   5.6901e+015   9.2628e+014      1
    20090928       91705    2455103     2009.740786   6.5994e+015   1.0743e+015      1
    20090928       92952    2455103     2009.740810   6.5365e+015   1.0641e+015      1
    20090928       94024    2455103     2009.740830   5.6970e+015   9.2741e+014      1
    20090928       95057    2455103     2009.740850   7.8895e+015   1.2843e+015      1
    20090928      101207    2455103     2009.740891   7.1533e+015   1.1645e+015      1
    20090928      102240    2455103     2009.740911   8.5387e+015   1.3900e+015      1
    20090928      103313    2455103     2009.740931   7.4487e+015   1.2126e+015      1
    20090928      104345    2455103     2009.740951   5.9342e+015   9.6602e+014      1
    20090928      105417    2455103     2009.740971   1.0220e+016   1.6637e+015      1
    20090928      111524    2455103     2009.741011   9.2254e+015   1.5018e+015      1
    20090928      112557    2455103     2009.741031   8.2740e+015   1.3469e+015      1
    20090928      113629    2455103     2009.741051   9.6765e+015   1.5752e+015      1
    20090929      100209    2455104     2009.743611   7.2384e+015   1.1783e+015      1
    20090929      102318    2455104     2009.743652   6.5513e+015   1.0665e+015      1
    20090929      103351    2455104     2009.743672   8.0154e+015   1.3048e+015      1
    20090929      104425    2455104     2009.743692   8.1776e+015   1.3312e+015      1
    20090929      105458    2455104     2009.743712   8.2865e+015   1.3489e+015      1
    20090929      110532    2455104     2009.743732   8.9273e+015   1.4533e+015      1
    20090929      111604    2455104     2009.743752   9.0516e+015   1.4735e+015      1
    20090929      112638    2455104     2009.743772   1.0312e+016   1.6786e+015      1
    20090929      113711    2455104     2009.743792   1.1142e+016   1.8137e+015      1
    20090929      114745    2455104     2009.743812   8.5577e+015   1.3931e+015      1
    20090929      115818    2455104     2009.743832   1.0501e+016   1.7094e+015      1
    20090929      120852    2455104     2009.743852   1.0175e+016   1.6564e+015      1
    20090929      121925    2455104     2009.743873   1.2285e+016   1.9998e+015      1
    20090929      122958    2455104     2009.743893   9.7958e+015   1.5946e+015      1
    20090929      124031    2455104     2009.743913   9.4286e+015   1.5349e+015      1
    20090929      125103    2455104     2009.743933   8.3175e+015   1.3540e+015      1
    20090929      130136    2455104     2009.743953   9.0868e+015   1.4792e+015      1
    20090929      131210    2455104     2009.743973   1.3015e+016   2.1186e+015      1
    20090929      132252    2455104     2009.743993   1.2126e+016   1.9739e+015      1
    20090929      133326    2455104     2009.744013   1.1625e+016   1.8924e+015      1
    20090929      134402    2455104     2009.744034   1.0656e+016   1.7346e+015      1
    20090929      135437    2455104     2009.744054   8.9306e+015   1.4538e+015      1
    20090929      140513    2455104     2009.744074   1.1235e+016   1.8288e+015      1
    20090929      141549    2455104     2009.744094   8.8920e+015   1.4475e+015      1
    20090929      142625    2455104     2009.744114   1.0875e+016   1.7703e+015      1
    20090929      143701    2455104     2009.744134   9.6680e+015   1.5738e+015      1
    20090929      144735    2455104     2009.744154   1.0080e+016   1.6409e+015      1
    20090929      145810    2455104     2009.744175   9.4589e+015   1.5398e+015      1
    20090929      155107    2455104     2009.744275   7.2273e+015   1.1765e+015      1
    20090929      160144    2455104     2009.744296   8.9673e+015   1.4598e+015      1
    20090929      162253    2455104     2009.744336   8.6699e+015   1.4114e+015      1
    20090929      163328    2455104     2009.744356   5.9050e+015   9.6127e+014      1
    20090929      165437    2455104     2009.744396   5.3018e+015   8.6307e+014      1
    20090930       84834    2455105     2009.746211   7.1493e+015   1.1638e+015      1
    20090930      110527    2455105     2009.746472   1.2442e+016   2.0254e+015      1
    20091001      124353    2455106     2009.749399   1.7816e+016   2.9003e+015      1
    20091001      133027    2455106     2009.749487   2.0716e+016   3.3723e+015      1
    20091001      141718    2455106     2009.749576   2.7925e+016   4.5458e+015      1
    20091001      150304    2455106     2009.749663   1.9271e+016   3.1371e+015      1
    20091007       73659    2455112     2009.765253   6.2468e+015   1.0169e+015      1
    20091007       82334    2455112     2009.765342   3.7429e+015   6.0931e+014      1
    20091008      101252    2455113     2009.768289   6.2236e+015   1.0131e+015      1
    20091012       72950    2455117     2009.778938   1.1729e+016   1.9094e+015      1
    20091012       74026    2455117     2009.778958   8.8697e+015   1.4439e+015      1
    20091012       75101    2455117     2009.778978   8.5607e+015   1.3936e+015      1
    20091012       85437    2455117     2009.779099   8.4852e+015   1.3813e+015      1
    20091013      102030    2455118     2009.782002   6.7428e+015   1.0976e+015      1
