    YYYYMMDD      HHMMSS     JULIAN        YEAR      total_column   error       instrument
    20070902      145147    2454346     2007.670190   1.6940e+016   2.7577e+015      1
    20070902      152326    2454346     2007.670250   1.5250e+016   2.4826e+015      1
    20070902      155503    2454346     2007.670310   1.4930e+016   2.4305e+015      1
    20070902      162641    2454346     2007.670370   8.4959e+015   1.3830e+015      1
    20070904      104042    2454348     2007.675192   5.6924e+015   9.2665e+014      1
    20070904      111218    2454348     2007.675252   6.0913e+015   9.9159e+014      1
    20070904      114354    2454348     2007.675312   6.3074e+015   1.0268e+015      1
    20070908      120755    2454352     2007.686316   4.1572e+015   6.7674e+014      1
    20070910       83210    2454354     2007.691385   9.4890e+015   1.5447e+015      1
    20070910       90347    2454354     2007.691446   9.0555e+015   1.4741e+015      1
    20070910       93528    2454354     2007.691506   9.5930e+015   1.5616e+015      1
    20070910      100702    2454354     2007.691566   7.8208e+015   1.2731e+015      1
    20070910      111017    2454354     2007.691686   7.9680e+015   1.2971e+015      1
    20070910      114156    2454354     2007.691746   8.4741e+015   1.3795e+015      1
    20070910      121333    2454354     2007.691807   8.7557e+015   1.4253e+015      1
    20070910      124511    2454354     2007.691867   1.2977e+016   2.1124e+015      1
    20070911       82708    2454355     2007.694116   7.7165e+015   1.2562e+015      1
    20070911       85844    2454355     2007.694176   7.6305e+015   1.2422e+015      1
    20070911      162836    2454355     2007.695032   9.4173e+015   1.5330e+015      1
    20070912       90134    2454356     2007.696921   8.0297e+015   1.3071e+015      1
    20070912       93313    2454356     2007.696981   7.3209e+015   1.1918e+015      1
    20070912      100451    2454356     2007.697041   8.6768e+015   1.4125e+015      1
    20070913       94104    2454357     2007.699736   8.3871e+015   1.3653e+015      1
    20070913      121904    2454357     2007.700036   6.9128e+015   1.1253e+015      1
    20070913      125041    2454357     2007.700096   1.0330e+016   1.6817e+015      1
    20070913      132218    2454357     2007.700157   9.6724e+015   1.5746e+015      1
    20070913      135358    2454357     2007.700217   1.0779e+016   1.7547e+015      1
    20070913      142535    2454357     2007.700277   1.0095e+016   1.6433e+015      1
    20070913      160026    2454357     2007.700457   8.7294e+015   1.4210e+015      1
    20070913      163204    2454357     2007.700518   1.0909e+016   1.7758e+015      1
    20070914      161628    2454358     2007.703228   5.0133e+015   8.1611e+014      1
    20070915      103813    2454359     2007.705324   7.9963e+015   1.3017e+015      1
    20070915      110950    2454359     2007.705384   7.0891e+015   1.1540e+015      1
    20070915      124444    2454359     2007.705565   7.8974e+015   1.2856e+015      1
    20070915      131622    2454359     2007.705625   1.1067e+016   1.8016e+015      1
    20070915      134800    2454359     2007.705685   6.8832e+015   1.1205e+015      1
    20070915      141938    2454359     2007.705745   7.4870e+015   1.2188e+015      1
    20070915      145116    2454359     2007.705805   8.9139e+015   1.4511e+015      1
    20070915      152254    2454359     2007.705865   1.0546e+016   1.7168e+015      1
    20070915      155432    2454359     2007.705926   7.8712e+015   1.2813e+015      1
    20070915      162610    2454359     2007.705986   7.1955e+015   1.1713e+015      1
    20070916       74520    2454360     2007.707735   5.3805e+015   8.7588e+014      1
    20070916       81659    2454360     2007.707795   6.3509e+015   1.0338e+015      1
    20070916      105504    2454360     2007.708096   1.0468e+016   1.7040e+015      1
    20070916      115822    2454360     2007.708216   1.2123e+016   1.9735e+015      1
    20070917      112830    2454361     2007.710899   6.8889e+015   1.1214e+015      1
    20070917      130326    2454361     2007.711080   7.2721e+015   1.1838e+015      1
    20070919       81357    2454363     2007.716008   8.9655e+015   1.4595e+015      1
    20070919      115517    2454363     2007.716429   1.1506e+016   1.8730e+015      1
    20070919      122653    2454363     2007.716490   1.1560e+016   1.8818e+015      1
    20070919      125831    2454363     2007.716550   1.1987e+016   1.9513e+015      1
    20070919      140142    2454363     2007.716670   1.5528e+016   2.5278e+015      1
    20070919      143319    2454363     2007.716730   2.0034e+016   3.2612e+015      1
    20070927       91753    2454371     2007.738048   9.1725e+015   1.4932e+015      1
    20070927      115602    2454371     2007.738349   6.4275e+015   1.0463e+015      1
    20070927      122738    2454371     2007.738409   1.0366e+016   1.6874e+015      1
    20070927      125917    2454371     2007.738469   9.7595e+015   1.5887e+015      1
    20070927      133054    2454371     2007.738529   1.0218e+016   1.6633e+015      1
    20070927      140230    2454371     2007.738589   6.2018e+015   1.0096e+015      1
    20070927      143409    2454371     2007.738649   6.8989e+015   1.1231e+015      1
    20070927      150547    2454371     2007.738710   7.1468e+015   1.1634e+015      1
    20070927      153722    2454371     2007.738770   8.9969e+015   1.4646e+015      1
    20071004      121305    2454378     2007.757559   1.4820e+016   2.4125e+015      1
    20071004      121651    2454378     2007.757566   1.7134e+016   2.7893e+015      1
    20071004      122039    2454378     2007.757574   1.4190e+016   2.3099e+015      1
    20071004      122425    2454378     2007.757581   1.3868e+016   2.2575e+015      1
    20071004      122811    2454378     2007.757588   1.4532e+016   2.3656e+015      1
    20071004      123158    2454378     2007.757595   1.4001e+016   2.2791e+015      1
    20071004      123931    2454378     2007.757609   1.1803e+016   1.9214e+015      1
    20071004      124317    2454378     2007.757617   1.5659e+016   2.5491e+015      1
    20071004      125052    2454378     2007.757631   1.4817e+016   2.4121e+015      1
    20071004      125439    2454378     2007.757638   1.5978e+016   2.6010e+015      1
    20071004      162712    2454378     2007.758043   6.7470e+015   1.0983e+015      1
    20071004      163100    2454378     2007.758050   5.9164e+015   9.6313e+014      1
    20071004      163834    2454378     2007.758064   6.4749e+015   1.0540e+015      1
    20071004      164220    2454378     2007.758071   5.9994e+015   9.7663e+014      1
    20071005      120325    2454379     2007.760280   1.3380e+016   2.1781e+015      1
    20071005      123503    2454379     2007.760341   1.6229e+016   2.6419e+015      1
    20071005      130641    2454379     2007.760401   2.6771e+016   4.3580e+015      1
    20071005      133821    2454379     2007.760461   2.3434e+016   3.8148e+015      1
    20071005      141001    2454379     2007.760521   2.2410e+016   3.6480e+015      1
    20071005      144138    2454379     2007.760581   2.4686e+016   4.0186e+015      1
    20071005      151317    2454379     2007.760642   2.6899e+016   4.3788e+015      1
    20071011       95157    2454385     2007.776469   1.3391e+016   2.1799e+015      1
    20071011       95544    2454385     2007.776476   1.9950e+016   3.2476e+015      1
    20071011       95931    2454385     2007.776483   2.0570e+016   3.3486e+015      1
    20071011      100318    2454385     2007.776490   2.5289e+016   4.1168e+015      1
    20071011      100705    2454385     2007.776497   1.6733e+016   2.7239e+015      1
    20071011      101437    2454385     2007.776512   2.2378e+016   3.6428e+015      1
    20071011      101823    2454385     2007.776519   1.6195e+016   2.6364e+015      1
    20071011      102210    2454385     2007.776526   2.0321e+016   3.3080e+015      1
    20071011      102558    2454385     2007.776533   2.2914e+016   3.7301e+015      1
    20071014       83341    2454388     2007.784539   1.4599e+016   2.3765e+015      1
    20071014       90517    2454388     2007.784599   9.7643e+015   1.5895e+015      1
    20071014       93654    2454388     2007.784659   1.0658e+016   1.7350e+015      1
    20071014      100831    2454388     2007.784719   9.3681e+015   1.5250e+015      1
    20071014      114320    2454388     2007.784900   1.0781e+016   1.7550e+015      1
    20071014      121457    2454388     2007.784960   1.8282e+016   2.9760e+015      1
    20071014      124634    2454388     2007.785020   1.4451e+016   2.3524e+015      1
    20071014      131811    2454388     2007.785080   1.3014e+016   2.1185e+015      1
    20071016       83021    2454390     2007.790012   1.0828e+016   1.7627e+015      1
    20071016       90158    2454390     2007.790072   2.2446e+016   3.6540e+015      1
    20071016       93335    2454390     2007.790132   1.8985e+016   3.0906e+015      1
    20071016      100513    2454390     2007.790193   1.8760e+016   3.0539e+015      1
    20071016      114007    2454390     2007.790373   1.9941e+016   3.2462e+015      1
    20071016      124323    2454390     2007.790493   1.2423e+016   2.0223e+015      1
    20071016      141516    2454390     2007.790668   2.2055e+016   3.5903e+015      1
    20071016      141605    2454390     2007.790670   1.8482e+016   3.0086e+015      1
    20071016      141655    2454390     2007.790671   2.0799e+016   3.3859e+015      1
    20071016      142954    2454390     2007.790696   2.5576e+016   4.1634e+015      1
    20071016      143043    2454390     2007.790698   2.1326e+016   3.4716e+015      1
    20071016      144349    2454390     2007.790723   1.6436e+016   2.6755e+015      1
    20071016      144437    2454390     2007.790724   1.5996e+016   2.6040e+015      1
    20071016      152525    2454390     2007.790802   1.1418e+016   1.8587e+015      1
    20071016      152614    2454390     2007.790803   8.4362e+015   1.3733e+015      1
    20071016      153916    2454390     2007.790828   1.1875e+016   1.9331e+015      1
    20071016      154005    2454390     2007.790830   8.3210e+015   1.3546e+015      1
    20071016      154054    2454390     2007.790831   1.0688e+016   1.7398e+015      1
    20071016      155443    2454390     2007.790858   1.1910e+016   1.9388e+015      1
    20071018      103835    2454392     2007.795736   1.3809e+016   2.2479e+015      1
    20071018      104221    2454392     2007.795743   1.4155e+016   2.3043e+015      1
    20071018      104609    2454392     2007.795750   1.5519e+016   2.5263e+015      1
    20071018      104955    2454392     2007.795757   1.7146e+016   2.7912e+015      1
    20071018      105342    2454392     2007.795764   1.8607e+016   3.0290e+015      1
    20071018      105728    2454392     2007.795771   1.5207e+016   2.4755e+015      1
    20071018      110501    2454392     2007.795786   1.6296e+016   2.6527e+015      1
    20071018      110847    2454392     2007.795793   2.4462e+016   3.9821e+015      1
    20071018      111234    2454392     2007.795800   1.2957e+016   2.1093e+015      1
    20071018      141149    2454392     2007.796141   1.4126e+016   2.2995e+015      1
    20071018      141535    2454392     2007.796148   1.5370e+016   2.5021e+015      1
    20071018      141922    2454392     2007.796156   1.5754e+016   2.5646e+015      1
    20071018      142308    2454392     2007.796163   1.2277e+016   1.9986e+015      1
    20071018      143428    2454392     2007.796184   1.4214e+016   2.3138e+015      1
    20071018      144201    2454392     2007.796199   1.5114e+016   2.4605e+015      1
    20071018      144547    2454392     2007.796206   1.7960e+016   2.9237e+015      1
    20071104      101756    2454409     2007.842272   9.7840e+015   1.5927e+015      1
    20071104      104934    2454409     2007.842332   1.3832e+016   2.2516e+015      1
    20071104      112111    2454409     2007.842392   7.8722e+015   1.2815e+015      1
    20071104      115248    2454409     2007.842452   1.4366e+016   2.3386e+015      1
    20071104      122425    2454409     2007.842512   7.7283e+015   1.2581e+015      1
    20071104      143050    2454409     2007.842753   1.7188e+016   2.7980e+015      1
    20071104      150226    2454409     2007.842813   1.0045e+016   1.6352e+015      1
    20071104      153402    2454409     2007.842873   1.6880e+016   2.7478e+015      1
    20071114       84848    2454419     2007.869499   2.3907e+016   3.8918e+015      1
    20071114       92028    2454419     2007.869559   2.3684e+016   3.8555e+015      1
    20071114       95208    2454419     2007.869620   3.1610e+016   5.1457e+015      1
    20071114      102348    2454419     2007.869680   3.3180e+016   5.4013e+015      1
    20071114      105526    2454419     2007.869740   3.1787e+016   5.1746e+015      1
    20071114      112705    2454419     2007.869800   3.1345e+016   5.1026e+015      1
    20071114      115844    2454419     2007.869861   4.3657e+016   7.1068e+015      1
    20071114      123024    2454419     2007.869921   3.5759e+016   5.8212e+015      1
    20071128      133116    2454433     2007.908393   2.2321e+016   3.6336e+015      1
    20071128      143426    2454433     2007.908513   2.4772e+016   4.0327e+015      1
    20071128      153817    2454433     2007.908634   2.3816e+016   3.8770e+015      1
    20071231      133605    2454466     2007.998813   9.1959e+015   1.4970e+015      1
    20080107      104722    2454473     2008.017622   1.2329e+016   2.0070e+015      1
    20080107      111858    2454473     2008.017682   1.4339e+016   2.3342e+015      1
    20080124      120437    2454490     2008.064216   1.1905e+016   1.9381e+015      1
    20080124      123616    2454490     2008.064276   9.3507e+015   1.5222e+015      1
    20080214       93948    2454511     2008.121319   6.8460e+015   1.1144e+015      1
    20080214      104301    2454511     2008.121439   1.0191e+016   1.6589e+015      1
    20080214      114611    2454511     2008.121558   9.7815e+015   1.5923e+015      1
    20080220      105357    2454517     2008.137853   1.2309e+016   2.0038e+015      1
    20080220      112536    2454517     2008.137913   1.3221e+016   2.1523e+015      1
    20080220      115716    2454517     2008.137973   1.7033e+016   2.7728e+015      1
    20080220      122855    2454517     2008.138033   1.3276e+016   2.1611e+015      1
    20080220      133211    2454517     2008.138153   2.1222e+016   3.4547e+015      1
    20080220      140347    2454517     2008.138213   1.7047e+016   2.7751e+015      1
    20080220      150704    2454517     2008.138333   1.6663e+016   2.7126e+015      1
    20080220      153843    2454517     2008.138393   1.9560e+016   3.1842e+015      1
    20080220      171342    2454517     2008.138573   1.9968e+016   3.2505e+015      1
    20080306       94555    2454532     2008.178707   1.7916e+016   2.9166e+015      1
    20080306       94942    2454532     2008.178715   1.9477e+016   3.1706e+015      1
    20080306      100102    2454532     2008.178736   1.6319e+016   2.6565e+015      1
    20080306      111331    2454532     2008.178874   1.6380e+016   2.6665e+015      1
    20080306      114939    2454532     2008.178942   1.5951e+016   2.5966e+015      1
    20080306      122544    2454532     2008.179011   1.9975e+016   3.2516e+015      1
    20080306      130149    2454532     2008.179079   2.7127e+016   4.4160e+015      1
    20080306      133753    2454532     2008.179147   2.7667e+016   4.5038e+015      1
    20080306      141357    2454532     2008.179216   3.1191e+016   5.0776e+015      1
    20080306      152604    2454532     2008.179353   2.4255e+016   3.9484e+015      1
    20080306      163812    2454532     2008.179490   1.9167e+016   3.1201e+015      1
    20080311       84156    2454537     2008.192247   1.2420e+016   2.0218e+015      1
    20080311       94508    2454537     2008.192367   1.9531e+016   3.1795e+015      1
    20080311      101646    2454537     2008.192427   2.0120e+016   3.2753e+015      1
    20080311      104824    2454537     2008.192487   1.6818e+016   2.7378e+015      1
    20080311      112002    2454537     2008.192547   2.5826e+016   4.2041e+015      1
    20080311      115139    2454537     2008.192607   2.1202e+016   3.4515e+015      1
    20080311      122317    2454537     2008.192667   2.4378e+016   3.9685e+015      1
    20080311      125455    2454537     2008.192727   1.8151e+016   2.9548e+015      1
    20080311      132632    2454537     2008.192787   1.7932e+016   2.9191e+015      1
    20080311      135808    2454537     2008.192847   1.6866e+016   2.7456e+015      1
    20080311      142945    2454537     2008.192907   1.5405e+016   2.5078e+015      1
    20080311      150122    2454537     2008.192967   1.5260e+016   2.4841e+015      1
    20080311      153301    2454537     2008.193027   1.0114e+016   1.6465e+015      1
    20080311      160437    2454537     2008.193087   1.2949e+016   2.1079e+015      1
    20080311      163615    2454537     2008.193147   1.0957e+016   1.7837e+015      1
    20080311      170751    2454537     2008.193207   1.0223e+016   1.6642e+015      1
    20080312      114135    2454538     2008.195320   2.1654e+016   3.5250e+015      1
    20080312      121313    2454538     2008.195380   2.4696e+016   4.0203e+015      1
    20080312      124449    2454538     2008.195440   1.7734e+016   2.8869e+015      1
    20080312      135740    2454538     2008.195578   2.0800e+016   3.3859e+015      1
    20080312      142805    2454538     2008.195636   2.4524e+016   3.9923e+015      1
    20080312      145942    2454538     2008.195696   2.4473e+016   3.9838e+015      1
    20080312      153119    2454538     2008.195756   2.3400e+016   3.8092e+015      1
    20080313       83917    2454539     2008.197707   1.6575e+016   2.6983e+015      1
    20080313       91053    2454539     2008.197767   1.6285e+016   2.6510e+015      1
    20080313      101407    2454539     2008.197887   1.5763e+016   2.5661e+015      1
    20080314       74804    2454540     2008.200342   8.6088e+015   1.4014e+015      1
    20080314       92253    2454540     2008.200522   1.0492e+016   1.7079e+015      1
    20080314       95431    2454540     2008.200582   1.0913e+016   1.7765e+015      1
    20080314      102606    2454540     2008.200642   1.0490e+016   1.7077e+015      1
    20080314      112918    2454540     2008.200761   1.4374e+016   2.3399e+015      1
    20080314      120053    2454540     2008.200821   2.0086e+016   3.2697e+015      1
    20080314      123229    2454540     2008.200881   2.2195e+016   3.6131e+015      1
    20080314      130405    2454540     2008.200941   1.7883e+016   2.9111e+015      1
    20080314      133542    2454540     2008.201001   1.9972e+016   3.2512e+015      1
    20080314      140717    2454540     2008.201061   1.8079e+016   2.9431e+015      1
    20080314      143853    2454540     2008.201121   1.5628e+016   2.5441e+015      1
    20080314      151029    2454540     2008.201181   1.5488e+016   2.5212e+015      1
    20080314      154205    2454540     2008.201241   1.4784e+016   2.4066e+015      1
    20080314      161341    2454540     2008.201301   1.4915e+016   2.4280e+015      1
    20080314      164520    2454540     2008.201361   1.4236e+016   2.3175e+015      1
    20080314      171657    2454540     2008.201421   1.5340e+016   2.4971e+015      1
    20080318      105846    2454544     2008.211632   1.9782e+016   3.2203e+015      1
    20080318      123334    2454544     2008.211812   1.6586e+016   2.7000e+015      1
    20080318      130508    2454544     2008.211872   1.6276e+016   2.6496e+015      1
    20080326       84045    2454552     2008.233229   9.6210e+015   1.5662e+015      1
    20080327       85658    2454553     2008.235992   4.9401e+015   8.0419e+014      1
    20080327       93304    2454553     2008.236060   3.3698e+015   5.4856e+014      1
    20080327      111234    2454553     2008.236249   9.2624e+015   1.5078e+015      1
    20080327      122441    2454553     2008.236386   4.6344e+015   7.5442e+014      1
    20080330       80632    2454556     2008.244093   6.9719e+015   1.1349e+015      1
    20080330       84237    2454556     2008.244161   5.2149e+015   8.4893e+014      1
    20080330      103051    2454556     2008.244366   9.7420e+015   1.5859e+015      1
    20080330      110654    2454556     2008.244435   5.5495e+015   9.0339e+014      1
    20080330      114257    2454556     2008.244503   7.6481e+015   1.2450e+015      1
    20080330      121901    2454556     2008.244572   9.1247e+015   1.4854e+015      1
    20080330      133106    2454556     2008.244708   8.2056e+015   1.3358e+015      1
    20080330      144313    2454556     2008.244845   8.7350e+015   1.4220e+015      1
    20080330      151917    2454556     2008.244914   9.5349e+015   1.5522e+015      1
    20080330      163124    2454556     2008.245050   9.1757e+015   1.4937e+015      1
    20080331      120034    2454557     2008.247269   8.5772e+015   1.3963e+015      1
    20080331      131242    2454557     2008.247406   8.1362e+015   1.3245e+015      1
    20080402       95737    2454559     2008.252500   1.1788e+016   1.9189e+015      1
    20080402      110948    2454559     2008.252637   1.3861e+016   2.2564e+015      1
    20080403      101055    2454560     2008.255258   8.4180e+015   1.3703e+015      1
    20080403      110343    2454560     2008.255358   5.6669e+015   9.2250e+014      1
    20080403      110730    2454560     2008.255365   5.4398e+015   8.8553e+014      1
    20080403      111116    2454560     2008.255372   6.3911e+015   1.0404e+015      1
    20080403      111502    2454560     2008.255379   2.7914e+015   4.5441e+014      1
    20080403      152557    2454560     2008.255855   5.2511e+015   8.5481e+014      1
    20080403      154103    2454560     2008.255884   2.8498e+015   4.6392e+014      1
    20080403      154449    2454560     2008.255891   5.5614e+015   9.0533e+014      1
    20080403      155954    2454560     2008.255920   3.7260e+015   6.0655e+014      1
    20080404      100706    2454561     2008.257983   7.5523e+015   1.2294e+015      1
    20080404      110700    2454561     2008.258096   1.4415e+016   2.3466e+015      1
    20080404      130646    2454561     2008.258323   1.2167e+016   1.9807e+015      1
    20080404      140638    2454561     2008.258437   1.1056e+016   1.7998e+015      1
    20080404      150631    2454561     2008.258551   8.8567e+015   1.4418e+015      1
    20080404      160624    2454561     2008.258664   8.4465e+015   1.3750e+015      1
    20080405      104102    2454562     2008.260779   7.4059e+015   1.2056e+015      1
    20080405      114058    2454562     2008.260893   9.7598e+015   1.5888e+015      1
    20080405      134040    2454562     2008.261120   1.1543e+016   1.8790e+015      1
    20080405      144033    2454562     2008.261234   1.2612e+016   2.0531e+015      1
    20080405      154027    2454562     2008.261347   7.4297e+015   1.2095e+015      1
    20080405      164021    2454562     2008.261461   8.5406e+015   1.3903e+015      1
    20080411       92106    2454568     2008.277021   6.2011e+015   1.0095e+015      1
    20080411      102100    2454568     2008.277135   5.9354e+015   9.6621e+014      1
    20080411      122047    2454568     2008.277362   9.3727e+015   1.5258e+015      1
    20080411      132039    2454568     2008.277475   1.1193e+016   1.8221e+015      1
    20080523      112944    2454610     2008.392019   5.9855e+015   9.7437e+014      1
    20080523      120607    2454610     2008.392088   4.5274e+015   7.3700e+014      1
    20080523      124228    2454610     2008.392157   1.0421e+016   1.6964e+015      1
    20080524       93951    2454611     2008.394543   6.0149e+015   9.7916e+014      1
    20080524      112859    2454611     2008.394750   1.0039e+016   1.6343e+015      1
    20080524      131809    2454611     2008.394957   6.0001e+015   9.7674e+014      1
    20080524      135430    2454611     2008.395026   4.9431e+015   8.0468e+014      1
    20080526      130936    2454613     2008.400405   1.0741e+016   1.7485e+015      1
    20080526      134558    2454613     2008.400474   9.9552e+015   1.6206e+015      1
    20080526      142224    2454613     2008.400543   1.1775e+016   1.9169e+015      1
    20080526      145844    2454613     2008.400612   1.2771e+016   2.0789e+015      1
    20080527       84500    2454614     2008.402635   1.2739e+016   2.0738e+015      1
    20080527       92112    2454614     2008.402704   1.2146e+016   1.9773e+015      1
    20080527       95734    2454614     2008.402773   9.5837e+015   1.5601e+015      1
    20080528      105154    2454615     2008.405608   1.0956e+016   1.7836e+015      1
    20080529       95711    2454616     2008.408237   9.6065e+015   1.5638e+015      1
    20080530      101434    2454617     2008.411002   5.8087e+015   9.4559e+014      1
    20080530      105032    2454617     2008.411070   5.4164e+015   8.8172e+014      1
    20080530      112630    2454617     2008.411139   3.7465e+015   6.0989e+014      1
    20080530      120228    2454617     2008.411207   5.8868e+015   9.5830e+014      1
    20080530      123827    2454617     2008.411275   9.7717e+015   1.5907e+015      1
    20080530      135026    2454617     2008.411412   7.1026e+015   1.1562e+015      1
    20080530      150639    2454617     2008.411556   6.3779e+015   1.0382e+015      1
    20080531       92220    2454618     2008.413635   7.5135e+015   1.2231e+015      1
    20080531      103418    2454618     2008.413772   7.9101e+015   1.2877e+015      1
    20080531      111019    2454618     2008.413840   6.5922e+015   1.0731e+015      1
    20080531      114618    2454618     2008.413908   6.6908e+015   1.0892e+015      1
    20080531      122217    2454618     2008.413977   7.8855e+015   1.2837e+015      1
    20080531      125813    2454618     2008.414045   9.5775e+015   1.5591e+015      1
    20080607       91829    2454625     2008.432754   3.7294e+015   6.0710e+014      1
    20080621      124002    2454639     2008.471387   3.5925e+015   5.8482e+014      1
    20080621      131605    2454639     2008.471456   3.5095e+015   5.7131e+014      1
    20080624      113036    2454642     2008.479452   3.2529e+015   5.2953e+014      1
    20080703      110647    2454651     2008.503997   4.4316e+015   7.2142e+014      1
    20080703      121029    2454651     2008.504118   7.0798e+015   1.1525e+015      1
    20080703      124220    2454651     2008.504179   4.3049e+015   7.0079e+014      1
    20080703      152135    2454651     2008.504481   6.3999e+015   1.0418e+015      1
    20080708       95311    2454656     2008.517519   1.0535e+016   1.7150e+015      1
    20080711       93333    2454659     2008.525678   3.4941e+015   5.6880e+014      1
    20080711      101015    2454659     2008.525748   3.1481e+015   5.1247e+014      1
    20080711      104659    2454659     2008.525818   3.1107e+015   5.0638e+014      1
    20080711      131401    2454659     2008.526097   4.2604e+015   6.9354e+014      1
    20080711      142729    2454659     2008.526236   6.6109e+015   1.0762e+015      1
    20080714      122838    2454662     2008.534207   8.8087e+015   1.4340e+015      1
    20080714      134206    2454662     2008.534347   9.0245e+015   1.4691e+015      1
    20080714      141850    2454662     2008.534416   1.0025e+016   1.6320e+015      1
    20080714      145533    2454662     2008.534486   1.2480e+016   2.0316e+015      1
    20080715       85028    2454663     2008.536526   5.0393e+015   8.2034e+014      1
    20080715       92219    2454663     2008.536586   7.9572e+015   1.2953e+015      1
    20080715       95413    2454663     2008.536647   5.2898e+015   8.6111e+014      1
    20080715      102604    2454663     2008.536707   6.1241e+015   9.9694e+014      1
    20080715      105754    2454663     2008.536767   9.5668e+015   1.5574e+015      1
    20080715      113732    2454663     2008.536843   7.7353e+015   1.2592e+015      1
    20080715      120923    2454663     2008.536903   7.7275e+015   1.2579e+015      1
    20080715      124114    2454663     2008.536963   5.7101e+015   9.2954e+014      1
    20080715      131304    2454663     2008.537024   9.6523e+015   1.5713e+015      1
    20080715      141649    2454663     2008.537145   9.1016e+015   1.4816e+015      1
    20080716      102544    2454664     2008.539439   4.4360e+015   7.2213e+014      1
    20080716      105734    2454664     2008.539499   6.8993e+015   1.1231e+015      1
    20080716      130451    2454664     2008.539741   8.7149e+015   1.4187e+015      1
    20080716      133640    2454664     2008.539801   6.6547e+015   1.0833e+015      1
    20080718       82140    2454666     2008.544668   4.6760e+015   7.6120e+014      1
    20080718      102906    2454666     2008.544909   4.9963e+015   8.1333e+014      1
    20080718      113250    2454666     2008.545030   3.8057e+015   6.1952e+014      1
    20080719      105039    2454667     2008.547683   4.9299e+015   8.0253e+014      1
    20080719      135425    2454667     2008.548031   6.4739e+015   1.0539e+015      1
    20080721      131305    2454669     2008.553417   5.0772e+015   8.2651e+014      1
    20080722      130903    2454670     2008.556142   4.0885e+015   6.6556e+014      1
    20080726       82556    2454674     2008.566534   4.7385e+015   7.7137e+014      1
    20080730      143301    2454678     2008.578159   5.1860e+015   8.4422e+014      1
    20080731      114506    2454679     2008.580573   3.2216e+015   5.2443e+014      1
    20080731      132029    2454679     2008.580754   5.3424e+015   8.6968e+014      1
    20080802      124540    2454681     2008.586152   5.1378e+015   8.3637e+014      1
    20080803      133028    2454682     2008.588969   6.3723e+015   1.0373e+015      1
    20080803      150551    2454682     2008.589150   4.7198e+015   7.6832e+014      1
